"","yr","model","var","spp","scale","offset","coeff"
"114",2012,"1","rec4",NA,NA,"0",0.304020938975673
"115",2013,"1","rec4",NA,NA,"0",0.303986430779016
"116",2014,"1","rec4",NA,NA,"0",NA
"117",1960,"1","rec4",NA,NA,"0",NA
"118",1961,"1","rec4",NA,NA,"0",NA
"119",1962,"1","rec4",NA,NA,"0",NA
"120",1963,"1","rec4",NA,NA,"0",NA
"121",1964,"1","rec4",NA,NA,"0",NA
"122",1965,"1","rec4",NA,NA,"0",NA
"123",1966,"1","rec4",NA,NA,"0",NA
"124",1967,"1","rec4",NA,NA,"0",NA
"125",1968,"1","rec4",NA,NA,"0",NA
"126",1969,"1","rec4",NA,NA,"0",NA
"127",1970,"1","rec4",NA,NA,"0",NA
"128",1971,"1","rec4",NA,NA,"0",NA
"129",1972,"1","rec4",NA,NA,"0",NA
"130",1973,"1","rec4",NA,NA,"0",NA
"131",1974,"1","rec4",NA,NA,"0",NA
"132",1991,"1","rec4",NA,NA,"0",NA
"133",1992,"1","rec4",NA,NA,"0",NA
"134",1993,"1","rec4",NA,NA,"0",0.299554641306898
"135",1994,"1","rec4",NA,NA,"0",0.299509566299569
"136",1995,"1","rec4",NA,NA,"0",0.301577527433978
"137",1996,"1","rec4",NA,NA,"0",0.317523554729803
"138",1997,"1","rec4",NA,NA,"0",0.337338244327648
"139",1998,"1","rec4",NA,NA,"0",0.308053003292134
"140",1999,"1","rec4",NA,NA,"0",0.305185985284086
"141",2000,"1","rec4",NA,NA,"0",0.30604641808112
"142",2001,"1","rec4",NA,NA,"0",0.302340486298363
"143",2002,"1","rec4",NA,NA,"0",0.301742100275836
"144",2003,"1","rec4",NA,NA,"0",0.302680465060336
"145",2004,"1","rec4",NA,NA,"0",0.304111799042389
"146",2005,"1","rec4",NA,NA,"0",0.295266314843446
"147",2006,"1","rec4",NA,NA,"0",0.305121317878189
"148",2007,"1","rec4",NA,NA,"0",0.304220897706325
"149",2008,"1","rec4",NA,NA,"0",0.304022153397077
"150",2009,"1","rec4",NA,NA,"0",0.309108549204454
"151",2010,"1","rec4",NA,NA,"0",0.286448652756077
"152",2011,"1","rec4",NA,NA,"0",0.314517688220087
"153",2012,"1","rec4",NA,NA,"0",0.30041222760227
"154",2013,"1","rec4",NA,NA,"0",0.305612366450747
"155",2014,"1","rec4",NA,NA,"0",NA
"156",1989,"1","rec4",NA,NA,"0",NA
"157",1990,"1","rec4",NA,NA,"0",NA
"158",1991,"1","rec4",NA,NA,"0",NA
"159",1992,"1","rec4",NA,NA,"0",NA
"160",1993,"1","rec4",NA,NA,"0",0.299189569465689
"161",1994,"1","rec4",NA,NA,"0",0.301553517226919
"162",1995,"1","rec4",NA,NA,"0",0.30189208603648
"163",1996,"1","rec4",NA,NA,"0",0.306050269095511
"164",1997,"1","rec4",NA,NA,"0",0.305998918096522
"165",1998,"1","rec4",NA,NA,"0",0.305483263662089
"166",1999,"1","rec4",NA,NA,"0",0.306425028464252
"167",2000,"1","rec4",NA,NA,"0",0.299615701476021
"168",2001,"1","rec4",NA,NA,"0",0.30899087848044
"169",2002,"1","rec4",NA,NA,"0",0.301690369934903
"170",2003,"1","rec4",NA,NA,"0",0.306186836397422
"171",2004,"1","rec4",NA,NA,"0",0.30239075805485
"172",2005,"1","rec4",NA,NA,"0",0.294642914763511
"173",2006,"1","rec4",NA,NA,"0",0.293507224505459
"174",2007,"1","rec4",NA,NA,"0",0.306776793953895
"175",2008,"1","rec4",NA,NA,"0",0.301901566021575
"176",2009,"1","rec4",NA,NA,"0",0.278389788405218
"177",2010,"1","rec4",NA,NA,"0",0.269805964742296
"178",2011,"1","rec4",NA,NA,"0",0.29752526343946
"179",2012,"1","rec4",NA,NA,"0",0.310473021628712
"180",2013,"1","rec4",NA,NA,"0",0.301747341820702
"181",2014,"1","rec4",NA,NA,"0",NA
"182",1957,"1","rec4",NA,NA,"0",NA
"183",1958,"1","rec4",NA,NA,"0",NA
"184",1959,"1","rec4",NA,NA,"0",NA
"185",1960,"1","rec4",NA,NA,"0",NA
"186",1961,"1","rec4",NA,NA,"0",NA
"187",1962,"1","rec4",NA,NA,"0",NA
"188",1963,"1","rec4",NA,NA,"0",NA
"189",1964,"1","rec4",NA,NA,"0",NA
"190",1965,"1","rec4",NA,NA,"0",NA
"191",1966,"1","rec4",NA,NA,"0",NA
"192",1967,"1","rec4",NA,NA,"0",NA
"193",1968,"1","rec4",NA,NA,"0",NA
"194",1969,"1","rec4",NA,NA,"0",NA
"195",1970,"1","rec4",NA,NA,"0",NA
"196",1971,"1","rec4",NA,NA,"0",NA
"197",1972,"1","rec4",NA,NA,"0",NA
"198",1973,"1","rec4",NA,NA,"0",NA
"199",1974,"1","rec4",NA,NA,"0",NA
"200",1980,"1","rec4",NA,NA,"0",NA
"201",1981,"1","rec4",NA,NA,"0",NA
"202",1982,"1","rec4",NA,NA,"0",NA
"203",1983,"1","rec4",NA,NA,"0",NA
"204",1984,"1","rec4",NA,NA,"0",NA
"205",1985,"1","rec4",NA,NA,"0",NA
"206",1986,"1","rec4",NA,NA,"0",NA
"207",1987,"1","rec4",NA,NA,"0",NA
"208",1988,"1","rec4",NA,NA,"0",NA
"209",1989,"1","rec4",NA,NA,"0",NA
"210",1990,"1","rec4",NA,NA,"0",NA
"211",1991,"1","rec4",NA,NA,"0",NA
"212",1992,"1","rec4",NA,NA,"0",NA
"213",1993,"1","rec4",NA,NA,"0",0.300653838796451
"214",1994,"1","rec4",NA,NA,"0",0.300068243207118
"215",1995,"1","rec4",NA,NA,"0",0.302120175286095
"216",1996,"1","rec4",NA,NA,"0",0.305054372081534
"217",1997,"1","rec4",NA,NA,"0",0.303475812824868
"218",1998,"1","rec4",NA,NA,"0",0.304574364945236
"219",1999,"1","rec4",NA,NA,"0",0.304527843710418
"220",2000,"1","rec4",NA,NA,"0",0.304660428441108
"221",2001,"1","rec4",NA,NA,"0",0.301557860335828
"222",2002,"1","rec4",NA,NA,"0",0.300634519043112
"223",2003,"1","rec4",NA,NA,"0",0.301521650851317
"224",2004,"1","rec4",NA,NA,"0",0.301957691529882
"225",2005,"1","rec4",NA,NA,"0",0.302873266180403
"226",2006,"1","rec4",NA,NA,"0",0.303237413388045
"227",2007,"1","rec4",NA,NA,"0",0.303262961405551
"228",2008,"1","rec4",NA,NA,"0",0.30172693767879
"229",2009,"1","rec4",NA,NA,"0",0.307611832157096
"230",2010,"1","rec4",NA,NA,"0",0.306109153581425
"231",2011,"1","rec4",NA,NA,"0",0.302550566646882
"232",2012,"1","rec4",NA,NA,"0",0.300480194707958
"233",2013,"1","rec4",NA,NA,"0",0.298915509092202
"234",2014,"1","rec4",NA,NA,"0",0.346128801242306
"235",2015,"1","rec4",NA,NA,"0",NA
"236",2016,"1","rec4",NA,NA,"0",NA
"237",2017,"1","rec4",NA,NA,"0",NA
"238",2018,"1","rec4",NA,NA,"0",NA
"239",1957,"1","rec4",NA,NA,"0",NA
"240",1958,"1","rec4",NA,NA,"0",NA
"241",1959,"1","rec4",NA,NA,"0",NA
"242",1960,"1","rec4",NA,NA,"0",NA
"243",1961,"1","rec4",NA,NA,"0",NA
"244",1962,"1","rec4",NA,NA,"0",NA
"245",1963,"1","rec4",NA,NA,"0",NA
"246",1964,"1","rec4",NA,NA,"0",NA
"247",1965,"1","rec4",NA,NA,"0",NA
"248",1966,"1","rec4",NA,NA,"0",NA
"249",1967,"1","rec4",NA,NA,"0",NA
"250",1968,"1","rec4",NA,NA,"0",NA
"251",1969,"1","rec4",NA,NA,"0",NA
"252",1970,"1","rec4",NA,NA,"0",NA
"253",1971,"1","rec4",NA,NA,"0",NA
"254",1972,"1","rec4",NA,NA,"0",NA
"255",1973,"1","rec4",NA,NA,"0",NA
"256",1974,"1","rec4",NA,NA,"0",NA
"257",1975,"1","rec4",NA,NA,"0",NA
"258",1976,"1","rec4",NA,NA,"0",NA
"259",1977,"1","rec4",NA,NA,"0",NA
"260",1978,"1","rec4",NA,NA,"0",NA
"261",1979,"1","rec4",NA,NA,"0",NA
"262",1980,"1","rec4",NA,NA,"0",NA
"263",1981,"1","rec4",NA,NA,"0",NA
"264",1982,"1","rec4",NA,NA,"0",NA
"265",1983,"1","rec4",NA,NA,"0",NA
"266",1984,"1","rec4",NA,NA,"0",NA
"267",1985,"1","rec4",NA,NA,"0",NA
"268",1986,"1","rec4",NA,NA,"0",NA
"269",1987,"1","rec4",NA,NA,"0",NA
"270",1988,"1","rec4",NA,NA,"0",NA
"271",1989,"1","rec4",NA,NA,"0",NA
"272",1990,"1","rec4",NA,NA,"0",NA
"273",1991,"1","rec4",NA,NA,"0",NA
"274",1992,"1","rec4",NA,NA,"0",NA
"275",1993,"1","rec4",NA,NA,"0",0.296216182274784
"276",1994,"1","rec4",NA,NA,"0",0.298158727798165
"277",1995,"1","rec4",NA,NA,"0",0.309481821545886
"278",1996,"1","rec4",NA,NA,"0",0.293066002506841
"279",1997,"1","rec4",NA,NA,"0",0.28805891226493
"280",1998,"1","rec4",NA,NA,"0",0.318104186977993
"281",1999,"1","rec4",NA,NA,"0",0.306756337909832
"282",2000,"1","rec4",NA,NA,"0",0.310322418611548
"283",2001,"1","rec4",NA,NA,"0",0.302519655399777
"284",2002,"1","rec4",NA,NA,"0",0.299970343735428
"285",2003,"1","rec4",NA,NA,"0",0.307737695773469
"286",2004,"1","rec4",NA,NA,"0",0.303711794673079
"287",2005,"1","rec4",NA,NA,"0",0.303373290960516
"288",2006,"1","rec4",NA,NA,"0",0.310238573333995
"289",2007,"1","rec4",NA,NA,"0",0.3033721681624
"290",2008,"1","rec4",NA,NA,"0",0.305758243171555
"291",2009,"1","rec4",NA,NA,"0",0.306220392075692
"292",2010,"1","rec4",NA,NA,"0",0.307610555237914
"293",2011,"1","rec4",NA,NA,"0",0.302229492669171
"294",2012,"1","rec4",NA,NA,"0",0.29897293348469
"295",2013,"1","rec4",NA,NA,"0",0.297729299238626
"296",2014,"1","rec4",NA,NA,"0",NA
"297",1957,"1","rec4",NA,NA,"0",NA
"298",1958,"1","rec4",NA,NA,"0",NA
"299",1959,"1","rec4",NA,NA,"0",NA
"300",1960,"1","rec4",NA,NA,"0",NA
"301",1961,"1","rec4",NA,NA,"0",NA
"302",1962,"1","rec4",NA,NA,"0",NA
"303",1963,"1","rec4",NA,NA,"0",NA
"304",1964,"1","rec4",NA,NA,"0",NA
"305",1965,"1","rec4",NA,NA,"0",NA
"306",1966,"1","rec4",NA,NA,"0",NA
"307",1967,"1","rec4",NA,NA,"0",NA
"308",1968,"1","rec4",NA,NA,"0",NA
"309",1969,"1","rec4",NA,NA,"0",NA
"310",1970,"1","rec4",NA,NA,"0",NA
"311",1971,"1","rec4",NA,NA,"0",NA
"312",1972,"1","rec4",NA,NA,"0",NA
"313",1973,"1","rec4",NA,NA,"0",NA
"314",1974,"1","rec4",NA,NA,"0",NA
"315",1975,"1","rec4",NA,NA,"0",NA
"316",1976,"1","rec4",NA,NA,"0",NA
"317",1977,"1","rec4",NA,NA,"0",NA
"318",1978,"1","rec4",NA,NA,"0",NA
"319",1979,"1","rec4",NA,NA,"0",NA
"320",1980,"1","rec4",NA,NA,"0",NA
"321",1981,"1","rec4",NA,NA,"0",NA
"322",1982,"1","rec4",NA,NA,"0",NA
"323",1983,"1","rec4",NA,NA,"0",NA
"324",1984,"1","rec4",NA,NA,"0",NA
"325",1985,"1","rec4",NA,NA,"0",NA
"326",1986,"1","rec4",NA,NA,"0",NA
"327",1987,"1","rec4",NA,NA,"0",NA
"328",1988,"1","rec4",NA,NA,"0",NA
"329",1989,"1","rec4",NA,NA,"0",NA
"330",1990,"1","rec4",NA,NA,"0",NA
"331",1991,"1","rec4",NA,NA,"0",NA
"332",1992,"1","rec4",NA,NA,"0",NA
"333",1993,"1","rec4",NA,NA,"0",0.301364033276664
"334",1994,"1","rec4",NA,NA,"0",0.300879870192621
"335",1995,"1","rec4",NA,NA,"0",0.299762735800511
"336",1996,"1","rec4",NA,NA,"0",0.308539496922313
"337",1997,"1","rec4",NA,NA,"0",0.302354985672606
"338",1998,"1","rec4",NA,NA,"0",0.304624312949509
"339",1999,"1","rec4",NA,NA,"0",0.302996905565701
"340",2000,"1","rec4",NA,NA,"0",0.301825020609092
"341",2001,"1","rec4",NA,NA,"0",0.301870981628009
"342",2002,"1","rec4",NA,NA,"0",0.301895616414758
"343",2003,"1","rec4",NA,NA,"0",0.303429474901422
"344",2004,"1","rec4",NA,NA,"0",0.303346069426468
"345",2005,"1","rec4",NA,NA,"0",0.303426437788508
"346",2006,"1","rec4",NA,NA,"0",0.305455571948212
"347",2007,"1","rec4",NA,NA,"0",0.303214038295961
"348",2008,"1","rec4",NA,NA,"0",0.307254901777287
"349",2009,"1","rec4",NA,NA,"0",0.30663416429283
"350",2010,"1","rec4",NA,NA,"0",0.301183358030069
"351",2011,"1","rec4",NA,NA,"0",0.304383210319675
"352",2012,"1","rec4",NA,NA,"0",0.302325639339135
"353",2013,"1","rec4",NA,NA,"0",0.303016256973111
"354",2014,"1","rec4",NA,NA,"0",NA
"355",1957,"1","rec4",NA,NA,"0",NA
"356",1958,"1","rec4",NA,NA,"0",NA
"357",1959,"1","rec4",NA,NA,"0",NA
"358",1960,"1","rec4",NA,NA,"0",NA
"359",1961,"1","rec4",NA,NA,"0",NA
"360",1962,"1","rec4",NA,NA,"0",NA
"361",1963,"1","rec4",NA,NA,"0",NA
"362",1964,"1","rec4",NA,NA,"0",NA
"363",1965,"1","rec4",NA,NA,"0",NA
"364",1966,"1","rec4",NA,NA,"0",NA
"365",1967,"1","rec4",NA,NA,"0",NA
"366",1968,"1","rec4",NA,NA,"0",NA
"367",1969,"1","rec4",NA,NA,"0",NA
"368",1970,"1","rec4",NA,NA,"0",NA
"369",1971,"1","rec4",NA,NA,"0",NA
"370",1972,"1","rec4",NA,NA,"0",NA
"371",1973,"1","rec4",NA,NA,"0",NA
"372",1974,"1","rec4",NA,NA,"0",NA
"373",1975,"1","rec4",NA,NA,"0",NA
"374",1976,"1","rec4",NA,NA,"0",NA
"375",1977,"1","rec4",NA,NA,"0",NA
"376",1978,"1","rec4",NA,NA,"0",NA
"377",1979,"1","rec4",NA,NA,"0",NA
"378",NA,"1","rec4",NA,NA,"0",NA
"379",NA,"1","rec4",NA,NA,"0",NA
"380",NA,"1","rec4",NA,NA,"0",NA
"381",1985,"1","rec4",NA,NA,"0",NA
"382",1986,"1","rec4",NA,NA,"0",NA
"383",1987,"1","rec4",NA,NA,"0",NA
"384",1988,"1","rec4",NA,NA,"0",NA
"385",1989,"1","rec4",NA,NA,"0",NA
"386",1990,"1","rec4",NA,NA,"0",NA
"387",1991,"1","rec4",NA,NA,"0",NA
"388",1992,"1","rec4",NA,NA,"0",NA
"389",1993,"1","rec4",NA,NA,"0",0.301565102350779
"390",1994,"1","rec4",NA,NA,"0",0.301447166692802
"391",1995,"1","rec4",NA,NA,"0",0.30155077655339
"392",1996,"1","rec4",NA,NA,"0",0.303164949247046
"393",1997,"1","rec4",NA,NA,"0",0.303090345608563
"394",1998,"1","rec4",NA,NA,"0",0.301954648301864
"395",1999,"1","rec4",NA,NA,"0",0.301667992904534
"396",2000,"1","rec4",NA,NA,"0",0.301603878399455
"397",2001,"1","rec4",NA,NA,"0",0.301275794361922
"398",2002,"1","rec4",NA,NA,"0",0.301161525288579
"399",2003,"1","rec4",NA,NA,"0",0.302392190308238
"400",2004,"1","rec4",NA,NA,"0",0.302559467971507
"401",2005,"1","rec4",NA,NA,"0",0.302543008375848
"402",2006,"1","rec4",NA,NA,"0",0.302756074238244
"403",2007,"1","rec4",NA,NA,"0",0.303410243659865
"404",2008,"1","rec4",NA,NA,"0",0.304575859156561
"405",2009,"1","rec4",NA,NA,"0",0.303317121615661
"406",2010,"1","rec4",NA,NA,"0",0.302437498864008
"407",2011,"1","rec4",NA,NA,"0",0.307282017523183
"408",2012,"1","rec4",NA,NA,"0",0.304098657337015
"409",2013,"1","rec4",NA,NA,"0",0.300151791019812
"410",2014,"1","rec4",NA,NA,"0",NA
"411",1957,"1","eff",NA,NA,"0",NA
"412",1958,"1","eff",NA,NA,"0",NA
"413",1959,"1","eff",NA,NA,"0",NA
"414",1960,"1","eff",NA,NA,"0",NA
"415",1961,"1","eff",NA,NA,"0",NA
"416",1962,"1","eff",NA,NA,"0",NA
"417",1963,"1","eff",NA,NA,"0",NA
"418",1964,"1","eff",NA,NA,"0",NA
"419",1965,"1","eff",NA,NA,"0",NA
"420",1966,"1","eff",NA,NA,"0",NA
"421",1967,"1","eff",NA,NA,"0",NA
"422",1968,"1","eff",NA,NA,"0",NA
"423",1969,"1","eff",NA,NA,"0",NA
"424",1970,"1","eff",NA,NA,"0",NA
"425",1971,"1","eff",NA,NA,"0",NA
"426",1972,"1","eff",NA,NA,"0",NA
"427",1973,"1","eff",NA,NA,"0",NA
"428",1974,"1","eff",NA,NA,"0",NA
"429",1975,"1","eff",NA,NA,"0",NA
"430",1976,"1","eff",NA,NA,"0",NA
"431",1977,"1","eff",NA,NA,"0",NA
"432",1978,"1","eff",NA,NA,"0",NA
"433",1979,"1","eff",NA,NA,"0",NA
"434",1980,"1","eff",NA,NA,"0",NA
"435",1981,"1","eff",NA,NA,"0",NA
"436",1982,"1","eff",NA,NA,"0",NA
"437",1983,"1","eff",NA,NA,"0",NA
"438",1984,"1","eff",NA,NA,"0",NA
"439",1985,"1","eff",NA,NA,"0",NA
"440",1986,"1","eff",NA,NA,"0",NA
"441",1987,"1","eff",NA,NA,"0",NA
"442",1988,"1","eff",NA,NA,"0",NA
"443",1989,"1","eff",NA,NA,"0",NA
"444",1990,"1","eff",NA,NA,"0",NA
"445",1991,"1","eff",NA,NA,"0",NA
"446",1992,"1","eff",NA,NA,"0",NA
"447",1993,"1","eff",NA,NA,"0",0.0155737318121821
"448",1994,"1","eff",NA,NA,"0",0.0142968326039039
"449",1995,"1","eff",NA,NA,"0",0.015726334465567
"450",1996,"1","eff",NA,NA,"0",0.021044796037358
"451",1997,"1","eff",NA,NA,"0",0.0178997127174084
"452",1998,"1","eff",NA,NA,"0",0.0106956931752749
"453",1999,"1","eff",NA,NA,"0",0.0190380027272195
"454",2000,"1","eff",NA,NA,"0",0.0143540212345551
"455",2001,"1","eff",NA,NA,"0",0.0160622324577029
"456",2002,"1","eff",NA,NA,"0",0.0190804267139502
"457",2003,"1","eff",NA,NA,"0",0.0143932777129597
"458",2004,"1","eff",NA,NA,"0",0.0159358901582501
"459",2005,"1","eff",NA,NA,"0",0.0213806328954373
"460",2006,"1","eff",NA,NA,"0",0.0116442015368736
"461",2007,"1","eff",NA,NA,"0",0.0152040330376221
"462",2008,"1","eff",NA,NA,"0",0.0164080531221861
"463",2009,"1","eff",NA,NA,"0",0.0229953945956499
"464",2010,"1","eff",NA,NA,"0",0.0158332123917794
"465",2011,"1","eff",NA,NA,"0",0.0172691415178468
"466",2012,"1","eff",NA,NA,"0",0.0138691460013349
"467",2013,"1","eff",NA,NA,"0",0.0126946062113388
"468",2014,"1","eff",NA,NA,"0",NA
"469",1957,"1","eff",NA,NA,"0",NA
"470",1958,"1","eff",NA,NA,"0",NA
"471",1959,"1","eff",NA,NA,"0",NA
"472",1960,"1","eff",NA,NA,"0",NA
"473",1961,"1","eff",NA,NA,"0",NA
"474",1962,"1","eff",NA,NA,"0",NA
"475",1963,"1","eff",NA,NA,"0",NA
"476",1964,"1","eff",NA,NA,"0",NA
"477",1965,"1","eff",NA,NA,"0",NA
"478",1966,"1","eff",NA,NA,"0",NA
"479",1967,"1","eff",NA,NA,"0",NA
"480",1968,"1","eff",NA,NA,"0",NA
"481",1969,"1","eff",NA,NA,"0",NA
"482",1970,"1","eff",NA,NA,"0",NA
"483",1971,"1","eff",NA,NA,"0",NA
"484",1972,"1","eff",NA,NA,"0",NA
"485",1973,"1","eff",NA,NA,"0",NA
"486",1974,"1","eff",NA,NA,"0",NA
"487",1975,"1","eff",NA,NA,"0",NA
"488",1976,"1","eff",NA,NA,"0",NA
"489",1977,"1","eff",NA,NA,"0",NA
"490",1978,"1","eff",NA,NA,"0",NA
"491",1979,"1","eff",NA,NA,"0",NA
"492",1980,"1","eff",NA,NA,"0",NA
"493",1981,"1","eff",NA,NA,"0",NA
"494",1982,"1","eff",NA,NA,"0",NA
"495",1983,"1","eff",NA,NA,"0",NA
"496",1984,"1","eff",NA,NA,"0",NA
"497",1985,"1","eff",NA,NA,"0",NA
"498",1986,"1","eff",NA,NA,"0",NA
"499",1987,"1","eff",NA,NA,"0",NA
"500",1988,"1","eff",NA,NA,"0",NA
"501",1989,"1","eff",NA,NA,"0",NA
"502",1990,"1","eff",NA,NA,"0",NA
"503",1991,"1","eff",NA,NA,"0",NA
"504",1992,"1","eff",NA,NA,"0",NA
"505",1993,"1","eff",NA,NA,"0",0.0150701444554758
"506",1994,"1","eff",NA,NA,"0",0.0148019865176891
"507",1995,"1","eff",NA,NA,"0",0.0153160816728597
"508",1996,"1","eff",NA,NA,"0",0.0195583762543371
"509",1997,"1","eff",NA,NA,"0",0.0136007604593475
"510",1998,"1","eff",NA,NA,"0",0.0147103025707712
"511",1999,"1","eff",NA,NA,"0",0.0151038453833179
"512",2000,"1","eff",NA,NA,"0",0.0158252527417292
"513",2001,"1","eff",NA,NA,"0",0.0192297815707707
"514",2002,"1","eff",NA,NA,"0",0.0166308347750367
"515",2003,"1","eff",NA,NA,"0",0.015547589020078
"516",2004,"1","eff",NA,NA,"0",0.0156314352489931
"517",2005,"1","eff",NA,NA,"0",0.0163227980108222
"518",2006,"1","eff",NA,NA,"0",0.0162830958316156
"519",2007,"1","eff",NA,NA,"0",0.0148583129716317
"520",2008,"1","eff",NA,NA,"0",0.0156523802330851
