"","yr","model","var","spp","scale","offset","coeff"
"115",1963,"1","rec4",NA,NA,"0",NA
"116",1964,"1","rec4",NA,NA,"0",NA
"117",1965,"1","rec4",NA,NA,"0",NA
"118",1966,"1","rec4",NA,NA,"0",NA
"119",1967,"1","rec4",NA,NA,"0",NA
"120",1968,"1","rec4",NA,NA,"0",NA
"121",1969,"1","rec4",NA,NA,"0",NA
"122",1970,"1","rec4",NA,NA,"0",NA
"123",1971,"1","rec4",NA,NA,"0",NA
"124",1972,"1","rec4",NA,NA,"0",NA
"125",1973,"1","rec4",NA,NA,"0",NA
"126",1974,"1","rec4",NA,NA,"0",NA
"127",1975,"1","rec4",NA,NA,"0",NA
"128",1976,"1","rec4",NA,NA,"0",NA
"129",1977,"1","rec4",NA,NA,"0",NA
"130",1978,"1","rec4",NA,NA,"0",NA
"131",1979,"1","rec4",NA,NA,"0",NA
"132",1980,"1","rec4",NA,NA,"0",NA
"133",1981,"1","rec4",NA,NA,"0",NA
"134",1982,"1","rec4",NA,NA,"0",NA
"135",1983,"1","rec4",NA,NA,"0",NA
"136",1984,"1","rec4",NA,NA,"0",NA
"137",1985,"1","rec4",NA,NA,"0",NA
"138",1986,"1","rec4",NA,NA,"0",NA
"139",1987,"1","rec4",NA,NA,"0",NA
"140",1988,"1","rec4",NA,NA,"0",NA
"141",1989,"1","rec4",NA,NA,"0",NA
"142",1990,"1","rec4",NA,NA,"0",NA
"143",1991,"1","rec4",NA,NA,"0",NA
"144",1992,"1","rec4",NA,NA,"0",NA
"145",1993,"1","rec4",NA,NA,"0",0.280695292373269
"146",1994,"1","rec4",NA,NA,"0",0.247081990070045
"147",1995,"1","rec4",NA,NA,"0",0.275926357445474
"148",1996,"1","rec4",NA,NA,"0",0.358280024665811
"149",1997,"1","rec4",NA,NA,"0",0.270367313458512
"150",1998,"1","rec4",NA,NA,"0",0.330974218843169
"151",1999,"1","rec4",NA,NA,"0",0.289051166571946
"152",2000,"1","rec4",NA,NA,"0",0.31596706017652
"153",2001,"1","rec4",NA,NA,"0",0.279836590756821
"154",2002,"1","rec4",NA,NA,"0",0.273037165635254
"155",2003,"1","rec4",NA,NA,"0",0.312970923184694
"156",2004,"1","rec4",NA,NA,"0",0.2618109346101
"157",2005,"1","rec4",NA,NA,"0",0.279879532685623
"158",2006,"1","rec4",NA,NA,"0",0.368599721153134
"159",2007,"1","rec4",NA,NA,"0",0.288950445041151
"160",2008,"1","rec4",NA,NA,"0",0.298707844565692
"161",2009,"1","rec4",NA,NA,"0",0.287057772360759
"162",2010,"1","rec4",NA,NA,"0",0.308224604558401
"163",2011,"1","rec4",NA,NA,"0",0.29509147915896
"164",2012,"1","rec4",NA,NA,"0",0.293197048254522
"165",2013,"1","rec4",NA,NA,"0",0.292011884683337
"166",2014,"1","rec4",NA,NA,"0",NA
"167",1957,"1","eff",NA,NA,"0",NA
"168",1958,"1","eff",NA,NA,"0",NA
"169",1959,"1","eff",NA,NA,"0",NA
"170",1960,"1","eff",NA,NA,"0",NA
"171",1961,"1","eff",NA,NA,"0",NA
"172",1962,"1","eff",NA,NA,"0",NA
"173",1963,"1","eff",NA,NA,"0",NA
"174",1964,"1","eff",NA,NA,"0",NA
"175",1965,"1","eff",NA,NA,"0",NA
"176",1966,"1","eff",NA,NA,"0",NA
"177",1967,"1","eff",NA,NA,"0",NA
"178",1968,"1","eff",NA,NA,"0",NA
"179",1969,"1","eff",NA,NA,"0",NA
"180",1970,"1","eff",NA,NA,"0",NA
"181",1971,"1","eff",NA,NA,"0",NA
"182",1972,"1","eff",NA,NA,"0",NA
"183",1973,"1","eff",NA,NA,"0",NA
"184",1974,"1","eff",NA,NA,"0",NA
"185",1975,"1","eff",NA,NA,"0",NA
"186",1976,"1","eff",NA,NA,"0",NA
"187",1977,"1","eff",NA,NA,"0",NA
"188",1978,"1","eff",NA,NA,"0",NA
"189",1979,"1","eff",NA,NA,"0",NA
"190",1980,"1","eff",NA,NA,"0",NA
"191",1981,"1","eff",NA,NA,"0",NA
"192",1982,"1","eff",NA,NA,"0",NA
"193",1983,"1","eff",NA,NA,"0",NA
"194",1984,"1","eff",NA,NA,"0",NA
"195",1985,"1","eff",NA,NA,"0",NA
"196",1986,"1","eff",NA,NA,"0",NA
"197",1987,"1","eff",NA,NA,"0",NA
"198",1988,"1","eff",NA,NA,"0",NA
"199",1989,"1","eff",NA,NA,"0",NA
"200",1990,"1","eff",NA,NA,"0",NA
"201",1991,"1","eff",NA,NA,"0",NA
"202",1992,"1","eff",NA,NA,"0",NA
"203",1993,"1","eff",NA,NA,"0",-0.0877431834924872
"204",1994,"1","eff",NA,NA,"0",-0.15740955995327
"205",1995,"1","eff",NA,NA,"0",-0.135036917106223
"206",1996,"1","eff",NA,NA,"0",0.0509112645127506
"207",1997,"1","eff",NA,NA,"0",-0.0998180449812907
"208",1998,"1","eff",NA,NA,"0",-0.145544739704092
"209",1999,"1","eff",NA,NA,"0",-0.0794465034336056
"210",2000,"1","eff",NA,NA,"0",-0.11533886264775
"211",2001,"1","eff",NA,NA,"0",-0.0190713947660164
"212",2002,"1","eff",NA,NA,"0",-0.0448957877602918
"213",2003,"1","eff",NA,NA,"0",-0.172759435804509
"214",2004,"1","eff",NA,NA,"0",-0.143645434469324
"215",2005,"1","eff",NA,NA,"0",-0.0459471596672079
"216",2006,"1","eff",NA,NA,"0",-0.117211665087944
"217",2007,"1","eff",NA,NA,"0",-0.0858478910715948
"218",2008,"1","eff",NA,NA,"0",-0.0862123647488876
"219",2009,"1","eff",NA,NA,"0",-0.23896565712527
"220",2010,"1","eff",NA,NA,"0",NA
"221",1957,"1","eff",NA,NA,"0",NA
"222",1958,"1","eff",NA,NA,"0",NA
"223",1959,"1","eff",NA,NA,"0",NA
"224",1960,"1","eff",NA,NA,"0",NA
"225",1961,"1","eff",NA,NA,"0",NA
"226",1962,"1","eff",NA,NA,"0",NA
"227",1963,"1","eff",NA,NA,"0",NA
"228",1964,"1","eff",NA,NA,"0",NA
"229",1965,"1","eff",NA,NA,"0",NA
"230",1966,"1","eff",NA,NA,"0",NA
"231",1967,"1","eff",NA,NA,"0",NA
"232",1968,"1","eff",NA,NA,"0",NA
"233",1969,"1","eff",NA,NA,"0",NA
"234",1970,"1","eff",NA,NA,"0",NA
"235",1971,"1","eff",NA,NA,"0",NA
"236",1972,"1","eff",NA,NA,"0",NA
"237",1973,"1","eff",NA,NA,"0",NA
"238",1974,"1","eff",NA,NA,"0",NA
"239",1975,"1","eff",NA,NA,"0",NA
"240",1976,"1","eff",NA,NA,"0",NA
"241",1977,"1","eff",NA,NA,"0",NA
"242",1978,"1","eff",NA,NA,"0",NA
"243",1979,"1","eff",NA,NA,"0",NA
"244",1980,"1","eff",NA,NA,"0",NA
"245",1981,"1","eff",NA,NA,"0",NA
"246",1982,"1","eff",NA,NA,"0",NA
"247",1983,"1","eff",NA,NA,"0",NA
"248",1984,"1","eff",NA,NA,"0",NA
"249",1985,"1","eff",NA,NA,"0",NA
"250",1986,"1","eff",NA,NA,"0",NA
"251",1987,"1","eff",NA,NA,"0",NA
"252",1988,"1","eff",NA,NA,"0",NA
"253",1989,"1","eff",NA,NA,"0",NA
"254",1990,"1","eff",NA,NA,"0",NA
"255",1991,"1","eff",NA,NA,"0",NA
"256",1992,"1","eff",NA,NA,"0",NA
"257",1993,"1","eff",NA,NA,"0",-0.0877431834924872
"258",1994,"1","eff",NA,NA,"0",-0.15740955995327
"259",1995,"1","eff",NA,NA,"0",-0.135036917106223
"260",1996,"1","eff",NA,NA,"0",0.0509112645127506
"261",1997,"1","eff",NA,NA,"0",-0.0998180449812907
"262",1998,"1","eff",NA,NA,"0",-0.145544739704092
"263",1999,"1","eff",NA,NA,"0",-0.0794465034336057
"264",2000,"1","eff",NA,NA,"0",-0.11533886264775
"265",2001,"1","eff",NA,NA,"0",-0.0190713947660164
"266",2002,"1","eff",NA,NA,"0",-0.044895787760292
"267",2003,"1","eff",NA,NA,"0",-0.172759435804509
"268",2004,"1","eff",NA,NA,"0",-0.143645434469324
"269",2005,"1","eff",NA,NA,"0",-0.0459471596672079
"270",2006,"1","eff",NA,NA,"0",-0.117211665087944
"271",2007,"1","eff",NA,NA,"0",-0.0858478910715946
"272",2008,"1","eff",NA,NA,"0",-0.0862123647488877
"273",2009,"1","eff",NA,NA,"0",-0.23896565712527
"274",2010,"1","eff",NA,NA,"0",NA
"275",1957,"1","eff",NA,NA,"0",NA
"276",1958,"1","eff",NA,NA,"0",NA
"277",1959,"1","eff",NA,NA,"0",NA
"278",1960,"1","eff",NA,NA,"0",NA
"279",1961,"1","eff",NA,NA,"0",NA
"280",1962,"1","eff",NA,NA,"0",NA
"281",1963,"1","eff",NA,NA,"0",NA
"282",1964,"1","eff",NA,NA,"0",NA
"283",1965,"1","eff",NA,NA,"0",NA
"284",1966,"1","eff",NA,NA,"0",NA
"285",1967,"1","eff",NA,NA,"0",NA
"286",1968,"1","eff",NA,NA,"0",NA
"287",1969,"1","eff",NA,NA,"0",NA
"288",1970,"1","eff",NA,NA,"0",NA
"289",1971,"1","eff",NA,NA,"0",NA
"290",1972,"1","eff",NA,NA,"0",NA
"291",1973,"1","eff",NA,NA,"0",NA
"292",1974,"1","eff",NA,NA,"0",NA
"293",1975,"1","eff",NA,NA,"0",NA
"294",1976,"1","eff",NA,NA,"0",NA
"295",1977,"1","eff",NA,NA,"0",NA
"296",1978,"1","eff",NA,NA,"0",NA
"297",1979,"1","eff",NA,NA,"0",NA
"298",1980,"1","eff",NA,NA,"0",NA
"299",1981,"1","eff",NA,NA,"0",NA
"300",1982,"1","eff",NA,NA,"0",NA
"301",1983,"1","eff",NA,NA,"0",NA
"302",1984,"1","eff",NA,NA,"0",NA
"303",1985,"1","eff",NA,NA,"0",NA
"304",1986,"1","eff",NA,NA,"0",NA
"305",1987,"1","eff",NA,NA,"0",NA
"306",1988,"1","eff",NA,NA,"0",NA
"307",1989,"1","eff",NA,NA,"0",NA
"308",1990,"1","eff",NA,NA,"0",NA
"309",1991,"1","eff",NA,NA,"0",NA
"310",1992,"1","eff",NA,NA,"0",NA
"311",1993,"1","eff",NA,NA,"0",-0.0877431834924873
"312",1994,"1","eff",NA,NA,"0",-0.15740955995327
"313",1995,"1","eff",NA,NA,"0",-0.135036917106223
"314",1996,"1","eff",NA,NA,"0",0.0509112645127505
"315",1997,"1","eff",NA,NA,"0",-0.0998180449812908
"316",1998,"1","eff",NA,NA,"0",-0.145544739704092
"317",1999,"1","eff",NA,NA,"0",-0.0794465034336057
"318",2000,"1","eff",NA,NA,"0",-0.11533886264775
"319",2001,"1","eff",NA,NA,"0",-0.0190713947660163
"320",2002,"1","eff",NA,NA,"0",-0.0448957877602918
"321",2003,"1","eff",NA,NA,"0",-0.172759435804509
"322",2004,"1","eff",NA,NA,"0",-0.143645434469324
"323",2005,"1","eff",NA,NA,"0",-0.0459471596672078
"324",2006,"1","eff",NA,NA,"0",-0.117211665087944
"325",2007,"1","eff",NA,NA,"0",-0.0858478910715947
"326",2008,"1","eff",NA,NA,"0",-0.0862123647488876
"327",2009,"1","eff",NA,NA,"0",-0.23896565712527
"328",2010,"1","eff",NA,NA,"0",-0.0884208579994666
"329",2011,"1","eff",NA,NA,"0",-0.100615748354582
"330",2012,"1","eff",NA,NA,"0",-0.106996627247563
"331",2013,"1","eff",NA,NA,"0",-0.110426068823
"332",2014,"1","eff",NA,NA,"0",NA
"333",1957,"1","pinn","CSL","aerial","4",NA
"334",1958,"1","pinn","CSL","aerial","4",NA
"335",1959,"1","pinn","CSL","aerial","4",NA
"336",1960,"1","pinn","CSL","aerial","4",NA
"337",1961,"1","pinn","CSL","aerial","4",NA
"338",1962,"1","pinn","CSL","aerial","4",NA
"339",1963,"1","pinn","CSL","aerial","4",NA
"340",1964,"1","pinn","CSL","aerial","4",NA
"341",1965,"1","pinn","CSL","aerial","4",NA
"342",1966,"1","pinn","CSL","aerial","4",NA
"343",1967,"1","pinn","CSL","aerial","4",NA
"344",1968,"1","pinn","CSL","aerial","4",NA
"345",1969,"1","pinn","CSL","aerial","4",NA
"346",1970,"1","pinn","CSL","aerial","4",NA
"347",1971,"1","pinn","CSL","aerial","4",NA
"348",1972,"1","pinn","CSL","aerial","4",NA
"349",1973,"1","pinn","CSL","aerial","4",NA
"350",1974,"1","pinn","CSL","aerial","4",NA
"351",1975,"1","pinn","CSL","aerial","4",NA
"352",1976,"1","pinn","CSL","aerial","4",NA
"353",1977,"1","pinn","CSL","aerial","4",NA
"354",1978,"1","pinn","CSL","aerial","4",NA
"355",1979,"1","pinn","CSL","aerial","4",NA
"356",1980,"1","pinn","CSL","aerial","4",NA
"357",1981,"1","pinn","CSL","aerial","4",NA
"358",1982,"1","pinn","CSL","aerial","4",NA
"359",1983,"1","pinn","CSL","aerial","4",NA
"360",1984,"1","pinn","CSL","aerial","4",NA
"361",1985,"1","pinn","CSL","aerial","4",NA
"362",1986,"1","pinn","CSL","aerial","4",NA
"363",1987,"1","pinn","CSL","aerial","4",NA
"364",1988,"1","pinn","CSL","aerial","4",NA
"365",1989,"1","pinn","CSL","aerial","4",NA
"366",1990,"1","pinn","CSL","aerial","4",NA
"367",1991,"1","pinn","CSL","aerial","4",NA
"368",1992,"1","pinn","CSL","aerial","4",NA
"369",1993,"1","pinn","CSL","aerial","4",-0.268664272235549
"370",1994,"1","pinn","CSL","aerial","4",-0.256759715126048
"371",1995,"1","pinn","CSL","aerial","4",-0.240352744615011
"372",1996,"1","pinn","CSL","aerial","4",-0.0842867619247251
"373",1997,"1","pinn","CSL","aerial","4",-0.219356416976836
"374",1998,"1","pinn","CSL","aerial","4",-0.212899120319959
"375",1999,"1","pinn","CSL","aerial","4",-0.217399787750163
"376",2000,"1","pinn","CSL","aerial","4",-0.237711818322353
"377",2001,"1","pinn","CSL","aerial","4",-0.237575416147055
"378",2002,"1","pinn","CSL","aerial","4",-0.247740466147077
"379",2003,"1","pinn","CSL","aerial","4",-0.187713960934831
"380",2004,"1","pinn","CSL","aerial","4",-0.220983749372007
"381",2005,"1","pinn","CSL","aerial","4",-0.192615243067469
"382",2006,"1","pinn","CSL","aerial","4",-0.216253028901174
"383",2007,"1","pinn","CSL","aerial","4",-0.208568226900766
"384",2008,"1","pinn","CSL","aerial","4",-0.227065429741298
"385",2009,"1","pinn","CSL","aerial","4",-0.330395286733683
"386",2010,"1","pinn","CSL","aerial","4",NA
"387",1957,"1","pinn","CSL","aerial","4",NA
"388",1958,"1","pinn","CSL","aerial","4",NA
"389",1959,"1","pinn","CSL","aerial","4",NA
"390",1960,"1","pinn","CSL","aerial","4",NA
"391",1961,"1","pinn","CSL","aerial","4",NA
"392",1962,"1","pinn","CSL","aerial","4",NA
"393",1963,"1","pinn","CSL","aerial","4",NA
"394",1964,"1","pinn","CSL","aerial","4",NA
"395",1965,"1","pinn","CSL","aerial","4",NA
"396",1966,"1","pinn","CSL","aerial","4",NA
"397",1967,"1","pinn","CSL","aerial","4",NA
"398",1968,"1","pinn","CSL","aerial","4",NA
"399",1969,"1","pinn","CSL","aerial","4",NA
"400",1970,"1","pinn","CSL","aerial","4",NA
"401",1971,"1","pinn","CSL","aerial","4",NA
"402",1972,"1","pinn","CSL","aerial","4",NA
"403",1973,"1","pinn","CSL","aerial","4",NA
"404",1974,"1","pinn","CSL","aerial","4",NA
"405",1975,"1","pinn","CSL","aerial","4",NA
"406",1976,"1","pinn","CSL","aerial","4",NA
"407",1977,"1","pinn","CSL","aerial","4",NA
"408",1978,"1","pinn","CSL","aerial","4",NA
"409",1979,"1","pinn","CSL","aerial","4",NA
"410",1980,"1","pinn","CSL","aerial","4",NA
"411",1981,"1","pinn","CSL","aerial","4",NA
"412",1982,"1","pinn","CSL","aerial","4",NA
"413",1983,"1","pinn","CSL","aerial","4",NA
"414",1984,"1","pinn","CSL","aerial","4",NA
"415",1985,"1","pinn","CSL","aerial","4",NA
"416",1986,"1","pinn","CSL","aerial","4",NA
"417",1987,"1","pinn","CSL","aerial","4",NA
"418",1988,"1","pinn","CSL","aerial","4",NA
"419",1989,"1","pinn","CSL","aerial","4",NA
"420",1990,"1","pinn","CSL","aerial","4",NA
"421",1991,"1","pinn","CSL","aerial","4",NA
"422",1992,"1","pinn","CSL","aerial","4",NA
"423",1993,"1","pinn","CSL","aerial","4",-0.268664272235549
"424",1994,"1","pinn","CSL","aerial","4",-0.256759715126049
"425",1995,"1","pinn","CSL","aerial","4",-0.240352744615011
"426",1996,"1","pinn","CSL","aerial","4",-0.0842867619247252
"427",1997,"1","pinn","CSL","aerial","4",-0.219356416976836
"428",1998,"1","pinn","CSL","aerial","4",-0.212899120319959
"429",1999,"1","pinn","CSL","aerial","4",-0.217399787750163
"430",2000,"1","pinn","CSL","aerial","4",-0.237711818322353
"431",2001,"1","pinn","CSL","aerial","4",-0.237575416147055
"432",2002,"1","pinn","CSL","aerial","4",-0.247740466147077
"433",2003,"1","pinn","CSL","aerial","4",-0.187713960934831
"434",2004,"1","pinn","CSL","aerial","4",-0.220983749372007
"435",2005,"1","pinn","CSL","aerial","4",-0.192615243067469
"436",2006,"1","pinn","CSL","aerial","4",-0.216253028901174
"437",2007,"1","pinn","CSL","aerial","4",-0.208568226900765
"438",2008,"1","pinn","CSL","aerial","4",-0.227065429741298
"439",2009,"1","pinn","CSL","aerial","4",-0.330395286733683
"440",2010,"1","pinn","CSL","aerial","4",NA
"441",1957,"1","pinn","CSL","aerial","4",NA
"442",1958,"1","pinn","CSL","aerial","4",NA
"443",1959,"1","pinn","CSL","aerial","4",NA
"444",1960,"1","pinn","CSL","aerial","4",NA
"445",1961,"1","pinn","CSL","aerial","4",NA
"446",1962,"1","pinn","CSL","aerial","4",NA
"447",1963,"1","pinn","CSL","aerial","4",NA
"448",1964,"1","pinn","CSL","aerial","4",NA
"449",1965,"1","pinn","CSL","aerial","4",NA
"450",1966,"1","pinn","CSL","aerial","4",NA
"451",1967,"1","pinn","CSL","aerial","4",NA
"452",1968,"1","pinn","CSL","aerial","4",NA
"453",1969,"1","pinn","CSL","aerial","4",NA
"454",1970,"1","pinn","CSL","aerial","4",NA
"455",1971,"1","pinn","CSL","aerial","4",NA
"456",1972,"1","pinn","CSL","aerial","4",NA
"457",1973,"1","pinn","CSL","aerial","4",NA
"458",1974,"1","pinn","CSL","aerial","4",NA
"459",1975,"1","pinn","CSL","aerial","4",NA
"460",1976,"1","pinn","CSL","aerial","4",NA
"461",1977,"1","pinn","CSL","aerial","4",NA
"462",1978,"1","pinn","CSL","aerial","4",NA
"463",1979,"1","pinn","CSL","aerial","4",NA
"464",1980,"1","pinn","CSL","aerial","4",NA
"465",1981,"1","pinn","CSL","aerial","4",NA
"466",1982,"1","pinn","CSL","aerial","4",NA
"467",1983,"1","pinn","CSL","aerial","4",NA
"468",1984,"1","pinn","CSL","aerial","4",NA
"469",1985,"1","pinn","CSL","aerial","4",NA
"470",1986,"1","pinn","CSL","aerial","4",NA
"471",1987,"1","pinn","CSL","aerial","4",NA
"472",1988,"1","pinn","CSL","aerial","4",NA
"473",1989,"1","pinn","CSL","aerial","4",NA
"474",1990,"1","pinn","CSL","aerial","4",NA
"475",1991,"1","pinn","CSL","aerial","4",NA
"476",1992,"1","pinn","CSL","aerial","4",NA
"477",1993,"1","pinn","CSL","aerial","4",-0.268664272235549
"478",1994,"1","pinn","CSL","aerial","4",-0.256759715126048
"479",1995,"1","pinn","CSL","aerial","4",-0.240352744615011
"480",1996,"1","pinn","CSL","aerial","4",-0.0842867619247252
"481",1997,"1","pinn","CSL","aerial","4",-0.219356416976836
"482",1998,"1","pinn","CSL","aerial","4",-0.212899120319959
"483",1999,"1","pinn","CSL","aerial","4",-0.217399787750163
"484",2000,"1","pinn","CSL","aerial","4",-0.237711818322353
"485",2001,"1","pinn","CSL","aerial","4",-0.237575416147055
"486",2002,"1","pinn","CSL","aerial","4",-0.247740466147077
"487",2003,"1","pinn","CSL","aerial","4",-0.187713960934831
"488",2004,"1","pinn","CSL","aerial","4",-0.220983749372006
"489",2005,"1","pinn","CSL","aerial","4",-0.192615243067469
"490",2006,"1","pinn","CSL","aerial","4",-0.216253028901174
"491",2007,"1","pinn","CSL","aerial","4",-0.208568226900766
"492",2008,"1","pinn","CSL","aerial","4",-0.227065429741298
"493",2009,"1","pinn","CSL","aerial","4",-0.330395286733683
"494",2010,"1","pinn","CSL","aerial","4",-0.177219959611358
"495",2011,"1","pinn","CSL","aerial","4",-0.198704742631348
"496",2012,"1","pinn","CSL","aerial","4",-0.147026736060568
"497",2013,"1","pinn","CSL","aerial","4",-0.165182269823501
"498",2014,"1","pinn","CSL","aerial","4",NA
"499",1957,"2","rec4",NA,NA,"0",NA
"500",1958,"2","rec4",NA,NA,"0",NA
"501",1959,"2","rec4",NA,NA,"0",NA
"502",1960,"2","rec4",NA,NA,"0",NA
"503",1961,"2","rec4",NA,NA,"0",NA
"504",1962,"2","rec4",NA,NA,"0",NA
"505",1963,"2","rec4",NA,NA,"0",NA
"506",1964,"2","rec4",NA,NA,"0",NA
"507",1965,"2","rec4",NA,NA,"0",NA
"508",1966,"2","rec4",NA,NA,"0",NA
"509",1967,"2","rec4",NA,NA,"0",NA
"510",1968,"2","rec4",NA,NA,"0",NA
"511",1969,"2","rec4",NA,NA,"0",NA
"512",1970,"2","rec4",NA,NA,"0",NA
"513",1971,"2","rec4",NA,NA,"0",NA
"514",1972,"2","rec4",NA,NA,"0",NA
"515",1973,"2","rec4",NA,NA,"0",NA
"516",1974,"2","rec4",NA,NA,"0",NA
"517",1975,"2","rec4",NA,NA,"0",NA
"518",1976,"2","rec4",NA,NA,"0",NA
"519",1977,"2","rec4",NA,NA,"0",NA
