"","yr","model","var","spp","scale","offset","coeff"
"198",1972,"1","rec4",NA,NA,"0",NA
"199",1973,"1","rec4",NA,NA,"0",NA
"200",1974,"1","rec4",NA,NA,"0",NA
"201",1975,"1","rec4",NA,NA,"0",NA
"202",1976,"1","rec4",NA,NA,"0",NA
"203",1977,"1","rec4",NA,NA,"0",NA
"204",1978,"1","rec4",NA,NA,"0",NA
"205",1979,"1","rec4",NA,NA,"0",NA
"206",1980,"1","rec4",NA,NA,"0",NA
"207",1981,"1","rec4",NA,NA,"0",NA
"208",1982,"1","rec4",NA,NA,"0",NA
"209",1983,"1","rec4",NA,NA,"0",NA
"210",1984,"1","rec4",NA,NA,"0",NA
"211",1985,"1","rec4",NA,NA,"0",NA
"212",1986,"1","rec4",NA,NA,"0",NA
"213",1987,"1","rec4",NA,NA,"0",NA
"214",1988,"1","rec4",NA,NA,"0",NA
"215",1989,"1","rec4",NA,NA,"0",NA
"216",1990,"1","rec4",NA,NA,"0",NA
"217",1991,"1","rec4",NA,NA,"0",NA
"218",1992,"1","rec4",NA,NA,"0",NA
"219",1993,"1","rec4",NA,NA,"0",0.579886359808864
"220",1994,"1","rec4",NA,NA,"0",0.569599637455062
"221",1995,"1","rec4",NA,NA,"0",0.58360414166786
"222",1996,"1","rec4",NA,NA,"0",0.587347608438642
"223",1997,"1","rec4",NA,NA,"0",0.589741360102443
"224",1998,"1","rec4",NA,NA,"0",0.577404362375926
"225",1999,"1","rec4",NA,NA,"0",0.574020457224777
"226",2000,"1","rec4",NA,NA,"0",0.583979077263351
"227",2001,"1","rec4",NA,NA,"0",0.558563106415905
"228",2002,"1","rec4",NA,NA,"0",0.54676086967113
"229",2003,"1","rec4",NA,NA,"0",0.575998656532465
"230",2004,"1","rec4",NA,NA,"0",0.543582299981758
"231",2005,"1","rec4",NA,NA,"0",0.570089552049678
"232",2006,"1","rec4",NA,NA,"0",0.477553363517296
"233",2007,"1","rec4",NA,NA,"0",0.555039209496931
"234",2008,"1","rec4",NA,NA,"0",0.400235683808783
"235",2009,"1","rec4",NA,NA,"0",0.476649813217551
"236",2010,"1","rec4",NA,NA,"0",0.294536964564521
"237",2011,"1","rec4",NA,NA,"0",0.27140984264991
"238",2012,"1","rec4",NA,NA,"0",0.337324288561013
"239",2013,"1","rec4",NA,NA,"0",0.366759752755805
"240",2014,"1","rec4",NA,NA,"0",NA
"241",1954,"1","rec4",NA,NA,"0",NA
"242",1955,"1","rec4",NA,NA,"0",NA
"243",1956,"1","rec4",NA,NA,"0",NA
"244",1957,"1","rec4",NA,NA,"0",NA
"245",1958,"1","rec4",NA,NA,"0",NA
"246",1959,"1","rec4",NA,NA,"0",NA
"247",1960,"1","rec4",NA,NA,"0",NA
"248",1961,"1","rec4",NA,NA,"0",NA
"249",1962,"1","rec4",NA,NA,"0",NA
"250",1963,"1","rec4",NA,NA,"0",NA
"251",1964,"1","rec4",NA,NA,"0",NA
"252",1965,"1","rec4",NA,NA,"0",NA
"253",1966,"1","rec4",NA,NA,"0",NA
"254",1967,"1","rec4",NA,NA,"0",NA
"255",1968,"1","rec4",NA,NA,"0",NA
"256",1969,"1","rec4",NA,NA,"0",NA
"257",1970,"1","rec4",NA,NA,"0",NA
"258",1971,"1","rec4",NA,NA,"0",NA
"259",1972,"1","rec4",NA,NA,"0",NA
"260",1973,"1","rec4",NA,NA,"0",NA
"261",1974,"1","rec4",NA,NA,"0",NA
"262",1975,"1","rec4",NA,NA,"0",NA
"263",1976,"1","rec4",NA,NA,"0",NA
"264",1977,"1","rec4",NA,NA,"0",NA
"265",1978,"1","rec4",NA,NA,"0",NA
"266",1979,"1","rec4",NA,NA,"0",NA
"267",1980,"1","rec4",NA,NA,"0",NA
"268",1981,"1","rec4",NA,NA,"0",NA
"269",1982,"1","rec4",NA,NA,"0",NA
"270",1983,"1","rec4",NA,NA,"0",NA
"271",1984,"1","rec4",NA,NA,"0",NA
"272",1985,"1","rec4",NA,NA,"0",NA
"273",1986,"1","rec4",NA,NA,"0",NA
"274",1987,"1","rec4",NA,NA,"0",NA
"275",1988,"1","rec4",NA,NA,"0",NA
"276",1989,"1","rec4",NA,NA,"0",NA
"277",1990,"1","rec4",NA,NA,"0",NA
"278",1991,"1","rec4",NA,NA,"0",NA
"279",1992,"1","rec4",NA,NA,"0",NA
"280",1993,"1","rec4",NA,NA,"0",0.5773555389003
"281",1994,"1","rec4",NA,NA,"0",0.553730141546973
"282",1995,"1","rec4",NA,NA,"0",0.609536113419116
"283",1996,"1","rec4",NA,NA,"0",0.587372850737772
"284",1997,"1","rec4",NA,NA,"0",0.5512413216353
"285",1998,"1","rec4",NA,NA,"0",0.610210584932202
"286",1999,"1","rec4",NA,NA,"0",0.596357913370338
"287",2000,"1","rec4",NA,NA,"0",0.609961498394017
"288",2001,"1","rec4",NA,NA,"0",0.572733087117361
"289",2002,"1","rec4",NA,NA,"0",0.580862987952484
"290",2003,"1","rec4",NA,NA,"0",0.580109029213836
"291",2004,"1","rec4",NA,NA,"0",0.579738039601057
"292",2005,"1","rec4",NA,NA,"0",0.536268988535408
"293",2006,"1","rec4",NA,NA,"0",0.454586180389786
"294",2007,"1","rec4",NA,NA,"0",0.561982915745837
"295",2008,"1","rec4",NA,NA,"0",0.606846418716385
"296",2009,"1","rec4",NA,NA,"0",0.527107895083834
"297",2010,"1","rec4",NA,NA,"0",0.374064083546611
"298",2011,"1","rec4",NA,NA,"0",0.315940000311565
"299",2012,"1","rec4",NA,NA,"0",0.371091470733379
"300",2013,"1","rec4",NA,NA,"0",0.381067821145393
"301",2014,"1","rec4",NA,NA,"0",0.345527348914875
"302",NA,"1","rec4",NA,NA,"0",NA
"303",NA,"1","rec4",NA,NA,"0",NA
"304",NA,"1","rec4",NA,NA,"0",NA
"305",NA,"1","rec4",NA,NA,"0",NA
"306",NA,"1","rec4",NA,NA,"0",NA
"307",NA,"1","rec4",NA,NA,"0",NA
"308",NA,"1","rec4",NA,NA,"0",NA
"309",1959,"1","rec4",NA,NA,"0",NA
"310",1960,"1","rec4",NA,NA,"0",NA
"311",1961,"1","rec4",NA,NA,"0",NA
"312",1962,"1","rec4",NA,NA,"0",NA
"313",1963,"1","rec4",NA,NA,"0",NA
"314",1964,"1","rec4",NA,NA,"0",NA
"315",1965,"1","rec4",NA,NA,"0",NA
"316",1966,"1","rec4",NA,NA,"0",NA
"317",1967,"1","rec4",NA,NA,"0",NA
"318",1968,"1","rec4",NA,NA,"0",NA
"319",1969,"1","rec4",NA,NA,"0",NA
"320",1970,"1","rec4",NA,NA,"0",NA
"321",1971,"1","rec4",NA,NA,"0",NA
"322",1972,"1","rec4",NA,NA,"0",NA
"323",1973,"1","rec4",NA,NA,"0",NA
"324",1974,"1","rec4",NA,NA,"0",NA
"325",1975,"1","rec4",NA,NA,"0",NA
"326",1976,"1","rec4",NA,NA,"0",NA
"327",1977,"1","rec4",NA,NA,"0",NA
"328",1978,"1","rec4",NA,NA,"0",NA
"329",1979,"1","rec4",NA,NA,"0",NA
"330",1980,"1","rec4",NA,NA,"0",NA
"331",1981,"1","rec4",NA,NA,"0",NA
"332",1982,"1","rec4",NA,NA,"0",NA
"333",1983,"1","rec4",NA,NA,"0",NA
"334",1984,"1","rec4",NA,NA,"0",NA
"335",1985,"1","rec4",NA,NA,"0",NA
"336",1986,"1","rec4",NA,NA,"0",NA
"337",1987,"1","rec4",NA,NA,"0",NA
"338",1988,"1","rec4",NA,NA,"0",NA
"339",1989,"1","rec4",NA,NA,"0",NA
"340",1990,"1","rec4",NA,NA,"0",NA
"341",1991,"1","rec4",NA,NA,"0",NA
"342",1992,"1","rec4",NA,NA,"0",NA
"343",1993,"1","rec4",NA,NA,"0",0.583860136135754
"344",1994,"1","rec4",NA,NA,"0",0.565807337126419
"345",1995,"1","rec4",NA,NA,"0",0.577188049826488
"346",1996,"1","rec4",NA,NA,"0",0.585959346211033
"347",1997,"1","rec4",NA,NA,"0",0.575634033803576
"348",1998,"1","rec4",NA,NA,"0",0.583482784015124
"349",1999,"1","rec4",NA,NA,"0",0.571830986279706
"350",2000,"1","rec4",NA,NA,"0",0.584494556940872
"351",2001,"1","rec4",NA,NA,"0",0.564243739452031
"352",2002,"1","rec4",NA,NA,"0",0.552805279463774
"353",2003,"1","rec4",NA,NA,"0",0.578992421041385
"354",2004,"1","rec4",NA,NA,"0",0.511400332007151
"355",2005,"1","rec4",NA,NA,"0",0.515146522214628
"356",2006,"1","rec4",NA,NA,"0",0.443711047082796
"357",2007,"1","rec4",NA,NA,"0",0.481209950492024
"358",2008,"1","rec4",NA,NA,"0",0.415079789951174
"359",2009,"1","rec4",NA,NA,"0",0.433759577573316
"360",2010,"1","rec4",NA,NA,"0",0.277950313897004
"361",2011,"1","rec4",NA,NA,"0",0.302173301376864
"362",2012,"1","rec4",NA,NA,"0",0.351580139335397
"363",2013,"1","rec4",NA,NA,"0",0.359407065600835
"364",2014,"1","rec4",NA,NA,"0",0.324357385366034
"365",NA,"1","rec4",NA,NA,"0",NA
"366",NA,"1","rec4",NA,NA,"0",NA
"367",NA,"1","rec4",NA,NA,"0",NA
"368",NA,"1","rec4",NA,NA,"0",NA
"369",1963,"1","rec4",NA,NA,"0",NA
"370",1964,"1","rec4",NA,NA,"0",NA
"371",1965,"1","rec4",NA,NA,"0",NA
"372",1966,"1","rec4",NA,NA,"0",NA
"373",1967,"1","rec4",NA,NA,"0",NA
"374",1968,"1","rec4",NA,NA,"0",NA
"375",1969,"1","rec4",NA,NA,"0",NA
"376",1970,"1","rec4",NA,NA,"0",NA
"377",1971,"1","rec4",NA,NA,"0",NA
"378",1972,"1","rec4",NA,NA,"0",NA
"379",1973,"1","rec4",NA,NA,"0",NA
"380",1974,"1","rec4",NA,NA,"0",NA
"381",1975,"1","rec4",NA,NA,"0",NA
"382",1976,"1","rec4",NA,NA,"0",NA
"383",1977,"1","rec4",NA,NA,"0",NA
"384",1978,"1","rec4",NA,NA,"0",NA
"385",1979,"1","rec4",NA,NA,"0",NA
"386",1980,"1","rec4",NA,NA,"0",NA
"387",1981,"1","rec4",NA,NA,"0",NA
"388",1982,"1","rec4",NA,NA,"0",NA
"389",1983,"1","rec4",NA,NA,"0",NA
"390",1984,"1","rec4",NA,NA,"0",NA
"391",1985,"1","rec4",NA,NA,"0",NA
"392",1986,"1","rec4",NA,NA,"0",NA
"393",1987,"1","rec4",NA,NA,"0",NA
"394",1988,"1","rec4",NA,NA,"0",NA
"395",1989,"1","rec4",NA,NA,"0",NA
"396",1990,"1","rec4",NA,NA,"0",NA
"397",1991,"1","rec4",NA,NA,"0",NA
"398",1992,"1","rec4",NA,NA,"0",NA
"399",1993,"1","rec4",NA,NA,"0",0.591818656731746
"400",1994,"1","rec4",NA,NA,"0",0.579171898135806
"401",1995,"1","rec4",NA,NA,"0",0.584512488506955
"402",1996,"1","rec4",NA,NA,"0",0.587975354201496
"403",1997,"1","rec4",NA,NA,"0",0.580290487319166
"404",1998,"1","rec4",NA,NA,"0",0.591370170055417
"405",1999,"1","rec4",NA,NA,"0",0.575324243945448
"406",2000,"1","rec4",NA,NA,"0",0.60192775929157
"407",2001,"1","rec4",NA,NA,"0",0.527804706434453
"408",2002,"1","rec4",NA,NA,"0",0.57485834989106
"409",2003,"1","rec4",NA,NA,"0",0.582224419999649
"410",2004,"1","rec4",NA,NA,"0",0.569861139403973
"411",2005,"1","rec4",NA,NA,"0",0.588621399250609
"412",2006,"1","rec4",NA,NA,"0",0.586992596873586
"413",2007,"1","rec4",NA,NA,"0",0.576221304910294
"414",2008,"1","rec4",NA,NA,"0",0.597814468925895
"415",2009,"1","rec4",NA,NA,"0",0.53981626906638
"416",2010,"1","rec4",NA,NA,"0",0.429559716769312
"417",2011,"1","rec4",NA,NA,"0",0.32257545571086
"418",2012,"1","rec4",NA,NA,"0",0.364944627919501
"419",2013,"1","rec4",NA,NA,"0",0.373561056152559
"420",2014,"1","rec4",NA,NA,"0",NA
"421",1953,"1","eff",NA,NA,"0",NA
"422",1954,"1","eff",NA,NA,"0",NA
"423",1955,"1","eff",NA,NA,"0",NA
"424",1956,"1","eff",NA,NA,"0",NA
"425",1957,"1","eff",NA,NA,"0",NA
"426",1958,"1","eff",NA,NA,"0",NA
"427",1959,"1","eff",NA,NA,"0",NA
"428",1960,"1","eff",NA,NA,"0",NA
"429",1961,"1","eff",NA,NA,"0",NA
"430",1962,"1","eff",NA,NA,"0",NA
"431",1963,"1","eff",NA,NA,"0",NA
"432",1964,"1","eff",NA,NA,"0",NA
"433",1965,"1","eff",NA,NA,"0",NA
"434",1966,"1","eff",NA,NA,"0",NA
"435",1967,"1","eff",NA,NA,"0",NA
"436",1968,"1","eff",NA,NA,"0",NA
"437",1969,"1","eff",NA,NA,"0",NA
"438",1970,"1","eff",NA,NA,"0",NA
"439",1971,"1","eff",NA,NA,"0",NA
"440",1972,"1","eff",NA,NA,"0",NA
"441",1973,"1","eff",NA,NA,"0",NA
"442",1974,"1","eff",NA,NA,"0",NA
"443",1975,"1","eff",NA,NA,"0",NA
"444",1976,"1","eff",NA,NA,"0",NA
"445",1977,"1","eff",NA,NA,"0",NA
"446",1978,"1","eff",NA,NA,"0",NA
"447",1979,"1","eff",NA,NA,"0",NA
"448",1980,"1","eff",NA,NA,"0",NA
"449",1981,"1","eff",NA,NA,"0",NA
"450",1982,"1","eff",NA,NA,"0",NA
"451",1983,"1","eff",NA,NA,"0",NA
"452",1984,"1","eff",NA,NA,"0",NA
"453",1985,"1","eff",NA,NA,"0",NA
"454",1986,"1","eff",NA,NA,"0",NA
"455",1987,"1","eff",NA,NA,"0",NA
"456",1988,"1","eff",NA,NA,"0",NA
"457",1989,"1","eff",NA,NA,"0",NA
"458",1990,"1","eff",NA,NA,"0",NA
"459",1991,"1","eff",NA,NA,"0",NA
"460",1992,"1","eff",NA,NA,"0",NA
"461",1993,"1","eff",NA,NA,"0",0.0103910254310528
"462",1994,"1","eff",NA,NA,"0",-0.00981799359921658
"463",1995,"1","eff",NA,NA,"0",-0.0176436903982354
"464",1996,"1","eff",NA,NA,"0",-0.00335369417149442
"465",1997,"1","eff",NA,NA,"0",0.050997529892624
"466",1998,"1","eff",NA,NA,"0",0.0268891151829054
"467",1999,"1","eff",NA,NA,"0",0.0208869575377972
"468",2000,"1","eff",NA,NA,"0",-0.000335781266243344
"469",2001,"1","eff",NA,NA,"0",0.0575719254290947
"470",2002,"1","eff",NA,NA,"0",0.0443185067455768
"471",2003,"1","eff",NA,NA,"0",0.0421115224401651
"472",2004,"1","eff",NA,NA,"0",0.0262489324704968
"473",2005,"1","eff",NA,NA,"0",0.0323946737335479
"474",2006,"1","eff",NA,NA,"0",0.0812741855829773
"475",2007,"1","eff",NA,NA,"0",0.0749188132834602
"476",2008,"1","eff",NA,NA,"0",0.0619475282024202
"477",2009,"1","eff",NA,NA,"0",0.110542502114433
"478",2010,"1","eff",NA,NA,"0",0.0909430311220551
"479",2011,"1","eff",NA,NA,"0",0.0246935966568848
"480",2012,"1","eff",NA,NA,"0",0.0436195520138114
"481",2013,"1","eff",NA,NA,"0",0.0404122489522887
"482",2014,"1","eff",NA,NA,"0",NA
"483",1959,"1","eff",NA,NA,"0",NA
"484",1960,"1","eff",NA,NA,"0",NA
"485",1961,"1","eff",NA,NA,"0",NA
"486",1962,"1","eff",NA,NA,"0",NA
"487",1963,"1","eff",NA,NA,"0",NA
"488",1964,"1","eff",NA,NA,"0",NA
"489",1965,"1","eff",NA,NA,"0",NA
"490",1966,"1","eff",NA,NA,"0",NA
"491",1967,"1","eff",NA,NA,"0",NA
"492",1968,"1","eff",NA,NA,"0",NA
"493",1969,"1","eff",NA,NA,"0",NA
"494",1970,"1","eff",NA,NA,"0",NA
"495",1971,"1","eff",NA,NA,"0",NA
"496",1972,"1","eff",NA,NA,"0",NA
"497",1973,"1","eff",NA,NA,"0",NA
"498",1974,"1","eff",NA,NA,"0",NA
"499",1975,"1","eff",NA,NA,"0",NA
"500",1976,"1","eff",NA,NA,"0",NA
"501",1977,"1","eff",NA,NA,"0",NA
"502",1978,"1","eff",NA,NA,"0",NA
"503",1979,"1","eff",NA,NA,"0",NA
"504",1980,"1","eff",NA,NA,"0",NA
"505",1981,"1","eff",NA,NA,"0",NA
"506",1982,"1","eff",NA,NA,"0",NA
"507",1983,"1","eff",NA,NA,"0",NA
"508",1984,"1","eff",NA,NA,"0",NA
"509",1985,"1","eff",NA,NA,"0",NA
"510",1986,"1","eff",NA,NA,"0",NA
"511",1987,"1","eff",NA,NA,"0",NA
"512",1988,"1","eff",NA,NA,"0",NA
"513",1989,"1","eff",NA,NA,"0",NA
"514",1990,"1","eff",NA,NA,"0",NA
"515",1991,"1","eff",NA,NA,"0",NA
"516",1992,"1","eff",NA,NA,"0",NA
"517",1993,"1","eff",NA,NA,"0",0.0378753291067336
"518",1994,"1","eff",NA,NA,"0",-0.016676613424739
"519",1995,"1","eff",NA,NA,"0",-0.0121146861042057
"520",1996,"1","eff",NA,NA,"0",-0.00740423318510364
"521",1997,"1","eff",NA,NA,"0",0.00820617286003106
"522",1998,"1","eff",NA,NA,"0",0.0201227128270439
"523",1999,"1","eff",NA,NA,"0",0.0110028864490105
"524",2000,"1","eff",NA,NA,"0",-0.00102424018647431
"525",2001,"1","eff",NA,NA,"0",0.00801349977815963
